Book Name,Author,Rating,Number of Reviews,Price,cleaned_description,Listening Time (minutes),Rank,Genre
"Decisions And Dissents Of Justice Ruth Bader Ginsburg: A Selection (Penguin Liberty, Book 2)",Corey Brettschneider - Editor,4.5,319,754,"the trailblazing supreme court justice ruth bader ginsburg in her own words. her most essential writings on gender equality and women's rights, reproductive health care, and voting and civil rights, now available in a short, accessible volume as part of the new penguin liberty series.",306,3,Audible Audiobooks & Originals
The Archangel Guide To Ascension: Visualizations To Assist Your Journey To The Light,Diana Cooper,4.6,189,569,"since 2012 the energy on our planet has changed considerably, and we are now in a transitional period into a new golden age.",156,4,Audible Audiobooks & Originals
Yoga Nidra: The Art Of Transformational Sleep,Kamini Desai Phd,4.7,68,703,"yoga nidra is the master key to initiating shifts in conscious sleep states where change happens outside of doing. in yoga nidra, you enter a state of nondoing in which transformation happens from beyond the mind rather than through the mind. in this highly regenerative meditative state, you can restore and rejuvenate your body, heal and recover from illness, and rewire your brain for greater mental and emotional balance and resiliency.",917,4,Audible Audiobooks & Originals
Doctor Who: The Good Doctor,Juno Dawson,4.6,76,888,clare corbett reads this exciting original adventure for the thirteenth doctor,346,5,Audible Audiobooks & Originals
The Great Short Story Collection: 66 Classic Gems Of The Short Story Genre,Barry Pain,4.5,319,2657,"the short story is considered to be one of the most challenging genres because of the need for compact plotlines and the ability to conjure up atmosphere and character in a few sentences and to engage the reader instantly. this collection presents 66 of the greatest examples of the genre many of them well known, some hidden literary treasures, all of them exquisite examples of the short story at its finest.",1582,4,Audible Audiobooks & Originals
Eat To Live: The Revolutionary Formula For Fast And Sustained Weight Loss,Joel Fuhrman M.D.,4.3,636,562,please note this is the 2011 revised edition of this title.,537,1,Audible Audiobooks & Originals
"Coping With Critical, Demanding, And Dysfunctional Parents: Powerful Strategies To Help Adult Children Maintain Boundaries And Stay Sane",David M. Allen Md,4.8,12,398,"adult children whose parents are invalidating, critical, demanding, or hateful require skills to advocate for their own needs. in this muchneeded guide, listeners will learn how to employ unique assertiveness strategies based on the characteristics of their own family dynamics; uncover the hidden motives behind their parents behavior; put a stop to repetitive, hurtful interactions without cutting off their problem parents; and foster healthier relationships.",460,4,Audible Audiobooks & Originals
Coraline: An Adventure Too Weird For Words,Neil Gaiman,4.7,2897,292,"shortly after moving into an old house coraline discovers a big, carved, brown wooden door at the far corner of the drawing room. and it is locked. curiosity runs riot in coraline's mind and she unlocks the door to see what lies behind it. disappointingly, it opens onto a brick wall. days later, after exploring the rest of the house and garden, coraline returns to the same mysterious door and opens it again. this time, however, there is a dark hallway in front of her. stepping inside, the place beyond has an eerie familiarity about it. the carpet and wallpaper are the same as in her flat. the picture hanging on the wall is the same. almost. strangest of all, her mum and dad are there too. only they have buttons for eyes and seem more possessive than normal. it's a twisted version of her world that is familiar, and yet sinister. and matters get even more surreal for coraline when her other parents seem reluctant to let her leave.",214,3,Unknown
Der 5-Uhr-Club: Gestalte Deinen Morgen Und In Deinem Leben Wird Alles Möglich,Robin Sharma,4.3,12,837,"der erfolgreiche bestsellerautor robin sharma hat vor ber 20 jahren begonnen, mit einer revolutionren methode zu arbeiten, bei der man wichtige morgenrituale etabliert. in seinem neuen roman beschreibt er diese morgenroutine schritt fr schritt. er erzhlt die geschichte zweier sinnsucher.",753,4,Audible Audiobooks & Originals
Penthouse Naughty By Nature: Female Readers' Sexy Letters To Penthouse,Penthouse Magazine Editors,3.9,12,1005,"do good girls do it? do they ever! and month after month, women who love making love tell how they take every pleasure and shatter every taboo in their very own letters to penthouse america's premier forum for thrillseekers of all sexes.",561,4,Audible Audiobooks & Originals
The Dinosaur That Pooped The Bed,Dougie Poynter,4.9,479,205,"random house presents the audiobook edition of the dinosaur that pooped the bed, written and read by dougie poynter and tom fletcher.",4,3,Children's History
Shivaji: The Grand Rebel,Dennis Kincaid,4.2,118,668,"a great warrior and skilled administrator, chhatrapati shivaji maharaj, better known as shivaji, was the founder of the great maratha empire and one who instilled a sense of maratha identity in his people.",448,4,Audible Audiobooks & Originals
Hr On Purpose: Developing Deliberate People Passion,Steve Browne,4.7,102,515,"can you be in hr for more than 30 years and still be geeked out about it? the answer is yes, you can! hr leader and popular everyday people blogger steve browne takes a fresh look at hr through an engaging assortment of reallife examples, insights, and epiphanies and encourages practitioners to drop the preconceptions of what hr should be and instead look to what hr could be. listen to this book to rekindle your passion for a field that is vibrant and vital and touch the lives of everyone you encounter with hr on purpose!",204,4,Audible Audiobooks & Originals
How To Think Like Leonardo Da Vinci: Seven Steps To Genius Every Day,Michael J. Gelb,4.5,277,377,"this inspiring and inventive guide teaches listeners how to develop their full potential by following the example of the greatest genius of all time, leonardo da vinci. acclaimed author michael j. gelb, who has helped thousands of people expand their minds to accomplish more than they ever thought possible, shows you how.",147,4,Audible Audiobooks & Originals
